#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BST1	SIRT4	9606.ENSP00000265016	9606.ENSP00000202967	0	0	0	0	0	0	0.650	0.556	0.837
BST1	SIRT1	9606.ENSP00000265016	9606.ENSP00000212015	0	0	0	0	0	0	0.650	0.464	0.804
BST1	NAMPT	9606.ENSP00000265016	9606.ENSP00000222553	0	0	0	0	0	0	0.900	0.581	0.956
BST1	CD38	9606.ENSP00000265016	9606.ENSP00000226279	0	0	0	0.855	0.062	0	0.900	0.773	0.913
BST1	NUDT12	9606.ENSP00000265016	9606.ENSP00000230792	0	0	0	0	0	0	0.900	0.088	0.904
BST1	SIRT2	9606.ENSP00000265016	9606.ENSP00000249396	0	0	0	0	0	0	0.650	0.517	0.823
BST1	PRKG2	9606.ENSP00000265016	9606.ENSP00000264399	0	0	0	0	0	0	0.800	0	0.800
BST1	NNT	9606.ENSP00000265016	9606.ENSP00000264663	0	0	0	0	0	0	0.900	0.054	0.901
BST1	PRKG1	9606.ENSP00000265016	9606.ENSP00000363092	0	0	0	0	0	0	0.800	0	0.800
BST1	SIRT3	9606.ENSP00000265016	9606.ENSP00000372191	0	0	0	0	0	0	0.650	0.519	0.824
BST1	SIRT6	9606.ENSP00000265016	9606.ENSP00000337332	0	0	0	0	0	0	0.650	0.520	0.824
BST1	SIRT7	9606.ENSP00000265016	9606.ENSP00000329466	0	0	0	0	0	0	0.650	0.556	0.837
BST1	SIRT5	9606.ENSP00000265016	9606.ENSP00000476228	0	0	0	0	0	0	0.650	0.556	0.837
BST1	NADK2	9606.ENSP00000265016	9606.ENSP00000371362	0	0	0	0	0	0	0.900	0.066	0.902
BST1	NADSYN1	9606.ENSP00000265016	9606.ENSP00000326424	0	0	0	0	0	0	0.900	0.157	0.912
BST1	PNP	9606.ENSP00000265016	9606.ENSP00000354532	0	0	0	0	0	0	0.900	0.226	0.919
BST1	ENPP3	9606.ENSP00000265016	9606.ENSP00000406261	0	0	0	0	0	0	0.900	0.239	0.920
BST1	NNMT	9606.ENSP00000265016	9606.ENSP00000441434	0	0	0	0	0	0	0.900	0.309	0.927
BST1	ENPP1	9606.ENSP00000265016	9606.ENSP00000354238	0	0	0	0	0	0	0.900	0.322	0.929
BST1	NMNAT2	9606.ENSP00000265016	9606.ENSP00000287713	0	0	0	0	0	0	0.900	0.450	0.942
BST1	NMNAT3	9606.ENSP00000265016	9606.ENSP00000340523	0	0	0	0	0	0	0.900	0.519	0.949
BST1	NMNAT1	9606.ENSP00000265016	9606.ENSP00000366410	0	0	0	0	0	0	0.900	0.510	0.949
CBL	CD4	9606.ENSP00000264033	9606.ENSP00000011653	0	0	0	0	0	0	0.900	0.606	0.958
CBL	CD38	9606.ENSP00000264033	9606.ENSP00000226279	0	0	0	0	0	0.621	0	0.924	0.970
CBL	PRKCA	9606.ENSP00000264033	9606.ENSP00000408695	0	0	0	0	0	0.622	0	0.325	0.734
CBL	CD5	9606.ENSP00000264033	9606.ENSP00000342681	0	0	0	0	0	0.495	0	0.757	0.872
CBL	CD8A	9606.ENSP00000264033	9606.ENSP00000386559	0	0	0	0	0	0	0.900	0.493	0.947
CBL	ZAP70	9606.ENSP00000264033	9606.ENSP00000264972	0	0	0	0	0	0.980	0.900	0.980	0.999
CD19	CD4	9606.ENSP00000437940	9606.ENSP00000011653	0	0	0	0	0.079	0	0	0.915	0.918
CD19	CD38	9606.ENSP00000437940	9606.ENSP00000226279	0	0	0	0	0.083	0	0	0.903	0.908
CD19	NT5E	9606.ENSP00000437940	9606.ENSP00000257770	0	0	0	0	0	0	0	0.824	0.824
CD19	CD33	9606.ENSP00000437940	9606.ENSP00000262262	0	0	0	0	0.089	0	0	0.858	0.865
CD19	CD27	9606.ENSP00000437940	9606.ENSP00000266557	0	0	0	0	0.179	0	0	0.880	0.897
CD19	CD34	9606.ENSP00000437940	9606.ENSP00000310036	0	0	0	0	0	0	0	0.878	0.878
CD19	CD5	9606.ENSP00000437940	9606.ENSP00000342681	0	0	0	0	0.130	0	0	0.885	0.895
CD19	FCGR3A	9606.ENSP00000437940	9606.ENSP00000356946	0	0	0	0	0.085	0	0	0.894	0.899
CD19	SDC1	9606.ENSP00000437940	9606.ENSP00000370542	0	0	0	0	0	0	0	0.849	0.849
CD19	CD8A	9606.ENSP00000437940	9606.ENSP00000386559	0	0	0	0	0.090	0	0	0.913	0.917
CD19	PTPRC	9606.ENSP00000437940	9606.ENSP00000411355	0	0	0	0	0.173	0	0	0.915	0.927
CD19	MME	9606.ENSP00000437940	9606.ENSP00000418525	0	0	0	0	0	0	0	0.872	0.872
CD19	IGHV4-38-2	9606.ENSP00000437940	9606.ENSP00000478289	0	0	0	0	0.064	0	0	0.802	0.806
CD19	NCAM1	9606.ENSP00000437940	9606.ENSP00000480132	0	0	0	0	0.065	0	0	0.884	0.887
CD27	CD4	9606.ENSP00000266557	9606.ENSP00000011653	0	0	0	0	0.088	0	0	0.871	0.878
CD27	CD38	9606.ENSP00000266557	9606.ENSP00000226279	0	0	0	0	0.067	0	0	0.878	0.881
CD27	MME	9606.ENSP00000266557	9606.ENSP00000418525	0	0	0	0	0	0	0	0.704	0.704
CD27	SDC1	9606.ENSP00000266557	9606.ENSP00000370542	0	0	0	0	0	0	0	0.710	0.710
CD27	FCGR3A	9606.ENSP00000266557	9606.ENSP00000356946	0	0	0	0	0.092	0	0	0.714	0.729
CD27	NCAM1	9606.ENSP00000266557	9606.ENSP00000480132	0	0	0	0	0	0	0	0.736	0.736
CD27	CD5	9606.ENSP00000266557	9606.ENSP00000342681	0	0	0	0	0.173	0	0	0.716	0.755
CD27	PTPRC	9606.ENSP00000266557	9606.ENSP00000411355	0	0	0	0	0.130	0	0	0.739	0.763
CD27	CD8A	9606.ENSP00000266557	9606.ENSP00000386559	0	0	0	0	0.195	0	0	0.858	0.880
CD33	CD4	9606.ENSP00000262262	9606.ENSP00000011653	0	0	0	0	0.126	0	0	0.715	0.740
CD33	CD38	9606.ENSP00000262262	9606.ENSP00000226279	0	0	0	0	0.088	0	0	0.803	0.812
CD33	CD8A	9606.ENSP00000262262	9606.ENSP00000386559	0	0	0	0	0.053	0	0	0.701	0.704
CD33	CD5	9606.ENSP00000262262	9606.ENSP00000342681	0	0	0	0	0.076	0	0	0.710	0.720
CD33	MME	9606.ENSP00000262262	9606.ENSP00000418525	0	0	0	0	0	0	0	0.769	0.769
CD33	FCGR3A	9606.ENSP00000262262	9606.ENSP00000356946	0	0	0	0	0.109	0	0	0.755	0.772
CD33	NCAM1	9606.ENSP00000262262	9606.ENSP00000480132	0	0	0	0	0	0	0	0.804	0.804
CD33	PTPRC	9606.ENSP00000262262	9606.ENSP00000411355	0	0	0	0	0.155	0.056	0	0.803	0.829
CD33	CD34	9606.ENSP00000262262	9606.ENSP00000310036	0	0	0	0	0	0	0	0.870	0.870
CD34	CD4	9606.ENSP00000310036	9606.ENSP00000011653	0	0	0	0	0	0	0	0.817	0.817
CD34	CD38	9606.ENSP00000310036	9606.ENSP00000226279	0	0	0	0	0	0	0	0.878	0.878
CD34	NT5E	9606.ENSP00000310036	9606.ENSP00000257770	0	0	0	0	0	0	0	0.910	0.910
CD34	CD5	9606.ENSP00000310036	9606.ENSP00000342681	0	0	0	0	0	0	0	0.716	0.716
CD34	FCGR3A	9606.ENSP00000310036	9606.ENSP00000356946	0	0	0	0	0.099	0	0	0.728	0.744
CD34	CD8A	9606.ENSP00000310036	9606.ENSP00000386559	0	0	0	0	0	0	0	0.775	0.775
CD34	CXCR4	9606.ENSP00000310036	9606.ENSP00000386884	0	0	0	0	0	0	0	0.816	0.816
CD34	NCAM1	9606.ENSP00000310036	9606.ENSP00000480132	0	0	0	0	0	0	0	0.825	0.825
CD34	MME	9606.ENSP00000310036	9606.ENSP00000418525	0	0	0	0	0	0	0	0.841	0.841
CD34	PTPRC	9606.ENSP00000310036	9606.ENSP00000411355	0	0	0	0	0	0	0	0.919	0.919
CD34	PECAM1	9606.ENSP00000310036	9606.ENSP00000457421	0	0	0	0	0.156	0	0	0.943	0.950
CD38	CD4	9606.ENSP00000226279	9606.ENSP00000011653	0	0	0	0	0.077	0.213	0	0.872	0.899
CD38	SIRT4	9606.ENSP00000226279	9606.ENSP00000202967	0	0	0	0	0	0	0.650	0.518	0.824
CD38	SIRT1	9606.ENSP00000226279	9606.ENSP00000212015	0	0	0	0	0	0	0.650	0.505	0.819
CD38	NAMPT	9606.ENSP00000226279	9606.ENSP00000222553	0	0	0	0	0	0	0.900	0.523	0.950
CD38	CIB1	9606.ENSP00000226279	9606.ENSP00000479860	0	0	0	0	0	0	0	0.794	0.794
CD38	PRKCG	9606.ENSP00000226279	9606.ENSP00000263431	0	0	0	0	0	0	0.800	0	0.800
CD38	PRKG2	9606.ENSP00000226279	9606.ENSP00000264399	0	0	0	0	0	0	0.800	0	0.800
CD38	PRKG1	9606.ENSP00000226279	9606.ENSP00000363092	0	0	0	0	0	0	0.800	0.048	0.801
CD38	NCAM1	9606.ENSP00000226279	9606.ENSP00000480132	0	0	0	0	0	0	0	0.804	0.804
CD38	IGHV4-38-2	9606.ENSP00000226279	9606.ENSP00000478289	0	0	0	0	0	0	0	0.805	0.805
CD38	PRKCA	9606.ENSP00000226279	9606.ENSP00000408695	0	0	0	0	0	0	0.800	0.075	0.807
CD38	RYR1	9606.ENSP00000226279	9606.ENSP00000352608	0	0	0	0	0	0	0.800	0.083	0.808
CD38	RYR3	9606.ENSP00000226279	9606.ENSP00000373884	0	0	0	0	0	0	0.800	0.087	0.809
CD38	MME	9606.ENSP00000226279	9606.ENSP00000418525	0	0	0	0	0	0	0	0.812	0.812
CD38	SIRT2	9606.ENSP00000226279	9606.ENSP00000249396	0	0	0	0	0	0	0.650	0.504	0.818
CD38	NT5E	9606.ENSP00000226279	9606.ENSP00000257770	0	0	0	0	0	0	0	0.819	0.819
CD38	RYR2	9606.ENSP00000226279	9606.ENSP00000355533	0	0	0	0	0	0	0.800	0.153	0.823
CD38	SIRT7	9606.ENSP00000226279	9606.ENSP00000329466	0	0	0	0	0	0	0.650	0.517	0.823
CD38	SIRT6	9606.ENSP00000226279	9606.ENSP00000337332	0	0	0	0	0	0	0.650	0.517	0.823
CD38	SIRT5	9606.ENSP00000226279	9606.ENSP00000476228	0	0	0	0	0	0	0.650	0.518	0.824
CD38	SIRT3	9606.ENSP00000226279	9606.ENSP00000372191	0	0	0	0	0	0	0.650	0.518	0.824
CD38	CD5	9606.ENSP00000226279	9606.ENSP00000342681	0	0	0	0	0.079	0	0	0.827	0.834
CD38	CXCR4	9606.ENSP00000226279	9606.ENSP00000386884	0	0	0	0	0.070	0	0	0.830	0.835
CD38	TPCN1	9606.ENSP00000226279	9606.ENSP00000448083	0	0	0	0	0	0	0.800	0.211	0.835
CD38	PRKCB	9606.ENSP00000226279	9606.ENSP00000305355	0	0	0	0	0.100	0	0.800	0.172	0.837
CD38	PTPRC	9606.ENSP00000226279	9606.ENSP00000411355	0	0	0	0	0.175	0	0	0.826	0.850
CD38	TPCN2	9606.ENSP00000226279	9606.ENSP00000294309	0	0	0	0	0	0	0.800	0.310	0.856
