#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM17	TNFRSF1A	9606.ENSP00000309968	9606.ENSP00000162749	0	0	0	0	0	0.270	0	0.768	0.824
ADAM17	TNFRSF1B	9606.ENSP00000309968	9606.ENSP00000365435	0	0	0	0	0.062	0.270	0.900	0.544	0.964
ADAM17	TNF	9606.ENSP00000309968	9606.ENSP00000398698	0	0	0	0	0.062	0.213	0.900	0.847	0.987
BIRC2	TNFRSF1A	9606.ENSP00000477613	9606.ENSP00000162749	0	0	0	0	0.049	0.873	0.900	0.987	0.999
BIRC2	TRAF2	9606.ENSP00000477613	9606.ENSP00000247668	0	0	0	0	0.062	0.918	0.900	0.988	0.999
BIRC2	RIPK1	9606.ENSP00000477613	9606.ENSP00000259808	0	0	0	0	0	0.889	0.900	0.985	0.999
BIRC2	BIRC3	9606.ENSP00000477613	9606.ENSP00000263464	0	0	0	0.976	0.143	0.270	0.900	0.909	0.933
BIRC2	TRADD	9606.ENSP00000477613	9606.ENSP00000341268	0	0	0	0	0	0.476	0.900	0.989	0.999
BIRC2	TRAF1	9606.ENSP00000477613	9606.ENSP00000362994	0	0	0	0	0.065	0.883	0.900	0.988	0.999
BIRC2	TNFRSF1B	9606.ENSP00000477613	9606.ENSP00000365435	0	0	0	0	0.049	0	0.900	0.807	0.980
BIRC2	TANK	9606.ENSP00000477613	9606.ENSP00000376505	0	0	0	0	0.088	0.695	0	0.604	0.880
BIRC2	TNF	9606.ENSP00000477613	9606.ENSP00000398698	0	0	0	0	0.063	0.874	0.900	0.795	0.997
BIRC2	LTA	9606.ENSP00000477613	9606.ENSP00000403495	0	0	0	0	0.062	0.281	0.600	0.179	0.749
BIRC2	TRAF3	9606.ENSP00000477613	9606.ENSP00000454207	0	0	0	0	0	0.713	0.900	0.988	0.999
BIRC3	TNFRSF1A	9606.ENSP00000263464	9606.ENSP00000162749	0	0	0	0	0.062	0.770	0.900	0.822	0.995
BIRC3	TRAF2	9606.ENSP00000263464	9606.ENSP00000247668	0	0	0	0	0.062	0.984	0.900	0.910	0.999
BIRC3	RIPK1	9606.ENSP00000263464	9606.ENSP00000259808	0	0	0	0	0.062	0.774	0.900	0.940	0.998
BIRC3	LTA	9606.ENSP00000263464	9606.ENSP00000403495	0	0	0	0	0.117	0.056	0.600	0.211	0.702
BIRC3	TNFRSF1B	9606.ENSP00000263464	9606.ENSP00000365435	0	0	0	0	0.103	0.270	0.900	0.550	0.966
BIRC3	TNF	9606.ENSP00000263464	9606.ENSP00000398698	0	0	0	0	0.173	0.281	0.900	0.814	0.987
BIRC3	TRADD	9606.ENSP00000263464	9606.ENSP00000341268	0	0	0	0	0.069	0	0.900	0.923	0.992
BIRC3	TRAF3	9606.ENSP00000263464	9606.ENSP00000454207	0	0	0	0	0	0.720	0.900	0.958	0.998
BIRC3	TRAF1	9606.ENSP00000263464	9606.ENSP00000362994	0	0	0	0	0.199	0.974	0.900	0.986	0.999
