#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
B3GAT1	CD4	9606.ENSP00000433847	9606.ENSP00000011653	0	0	0	0	0	0	0	0.804	0.804
B3GAT1	CD38	9606.ENSP00000433847	9606.ENSP00000226279	0	0	0	0	0	0	0	0.710	0.710
B3GAT1	SELL	9606.ENSP00000433847	9606.ENSP00000236147	0	0	0	0	0	0	0	0.787	0.787
B3GAT1	CCR7	9606.ENSP00000433847	9606.ENSP00000246657	0	0	0	0	0	0	0	0.735	0.735
B3GAT1	CD27	9606.ENSP00000433847	9606.ENSP00000266557	0	0	0	0	0	0	0	0.801	0.801
B3GAT1	CTLA4	9606.ENSP00000433847	9606.ENSP00000303939	0	0	0	0	0	0	0	0.752	0.752
B3GAT1	CD28	9606.ENSP00000433847	9606.ENSP00000324890	0	0	0	0	0	0	0	0.759	0.759
B3GAT1	CD8A	9606.ENSP00000433847	9606.ENSP00000386559	0	0	0	0	0	0	0	0.856	0.856
CCR7	CD4	9606.ENSP00000246657	9606.ENSP00000011653	0	0	0	0	0.132	0	0	0.881	0.892
CCR7	CD38	9606.ENSP00000246657	9606.ENSP00000226279	0	0	0	0	0.076	0	0	0.721	0.731
CCR7	IL2	9606.ENSP00000246657	9606.ENSP00000226730	0	0	0	0	0	0	0	0.773	0.773
CCR7	CD69	9606.ENSP00000246657	9606.ENSP00000228434	0	0	0	0	0.232	0	0	0.773	0.818
CCR7	SELL	9606.ENSP00000246657	9606.ENSP00000236147	0	0	0	0	0.330	0	0	0.871	0.910
CCR7	CD2	9606.ENSP00000246657	9606.ENSP00000358490	0	0	0	0	0.549	0	0	0.505	0.767
CCR7	TNF	9606.ENSP00000246657	9606.ENSP00000398698	0	0	0	0	0.194	0	0	0.746	0.787
CCR7	CD19	9606.ENSP00000246657	9606.ENSP00000437940	0	0	0	0	0.267	0	0	0.750	0.809
CCR7	CTLA4	9606.ENSP00000246657	9606.ENSP00000303939	0	0	0	0	0.119	0	0	0.820	0.835
CCR7	CD28	9606.ENSP00000246657	9606.ENSP00000324890	0	0	0	0	0.107	0	0	0.855	0.865
CCR7	IL7R	9606.ENSP00000246657	9606.ENSP00000306157	0	0	0	0	0.346	0	0	0.804	0.867
CCR7	CD8A	9606.ENSP00000246657	9606.ENSP00000386559	0	0	0	0	0.159	0	0	0.875	0.891
CCR7	CD27	9606.ENSP00000246657	9606.ENSP00000266557	0	0	0	0	0.303	0	0	0.861	0.899
CD19	CD4	9606.ENSP00000437940	9606.ENSP00000011653	0	0	0	0	0.079	0	0	0.915	0.918
CD19	CD38	9606.ENSP00000437940	9606.ENSP00000226279	0	0	0	0	0.083	0	0	0.903	0.908
CD19	IL2	9606.ENSP00000437940	9606.ENSP00000226730	0	0	0	0	0	0	0	0.827	0.827
CD19	CD69	9606.ENSP00000437940	9606.ENSP00000228434	0	0	0	0	0.139	0	0	0.834	0.851
CD19	SELL	9606.ENSP00000437940	9606.ENSP00000236147	0	0	0	0	0.160	0	0	0.813	0.837
CD19	CD27	9606.ENSP00000437940	9606.ENSP00000266557	0	0	0	0	0.179	0	0	0.880	0.897
CD19	CTLA4	9606.ENSP00000437940	9606.ENSP00000303939	0	0	0	0	0.098	0	0	0.825	0.836
