#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IFNAR1	STAT3	9606.ENSP00000270139	9606.ENSP00000264657	0	0	0	0	0.063	0.281	0	0.719	0.795
IFNAR1	SOCS3	9606.ENSP00000270139	9606.ENSP00000330341	0	0	0	0	0.063	0	0.600	0.642	0.854
IFNAR1	IFNLR1	9606.ENSP00000270139	9606.ENSP00000327824	0	0	0	0	0	0	0	0.860	0.860
IFNAR1	IFNGR2	9606.ENSP00000270139	9606.ENSP00000290219	0	0	0	0.575	0.062	0	0.800	0.935	0.881
IFNAR1	SOCS1	9606.ENSP00000270139	9606.ENSP00000329418	0	0	0	0	0	0.270	0.600	0.757	0.923
IFNAR1	PTPN11	9606.ENSP00000270139	9606.ENSP00000340944	0	0	0	0	0	0.213	0.900	0.277	0.938
IFNAR1	IFNGR1	9606.ENSP00000270139	9606.ENSP00000356713	0	0	0	0	0.062	0	0.800	0.891	0.978
IFNAR1	STAT1	9606.ENSP00000270139	9606.ENSP00000354394	0	0	0	0	0	0.345	0.900	0.984	0.998
IFNAR1	IFNAR2	9606.ENSP00000270139	9606.ENSP00000343957	0	0	0	0	0.072	0.944	0.900	0.989	0.999
IFNAR1	JAK1	9606.ENSP00000270139	9606.ENSP00000343204	0	0	0	0	0	0.281	0.900	0.989	0.999
IFNAR2	IL10RB	9606.ENSP00000343957	9606.ENSP00000290200	0	0.111	0	0	0.106	0	0	0.701	0.742
IFNAR2	IFNGR2	9606.ENSP00000343957	9606.ENSP00000290219	0	0	0	0	0.080	0	0.800	0.749	0.950
IFNAR2	IFNLR1	9606.ENSP00000343957	9606.ENSP00000327824	0	0	0	0	0	0	0	0.727	0.727
IFNAR2	SOCS1	9606.ENSP00000343957	9606.ENSP00000329418	0	0	0	0	0	0	0.600	0.587	0.827
IFNAR2	SOCS3	9606.ENSP00000343957	9606.ENSP00000330341	0	0	0	0	0.062	0	0.600	0.394	0.752
IFNAR2	PTPN11	9606.ENSP00000343957	9606.ENSP00000340944	0	0	0	0	0.048	0	0.900	0.384	0.936
IFNAR2	JAK1	9606.ENSP00000343957	9606.ENSP00000343204	0	0	0	0	0	0.486	0.900	0.989	0.999
IFNAR2	IFNGR1	9606.ENSP00000343957	9606.ENSP00000356713	0	0	0	0	0.062	0	0.800	0.772	0.953
IFNAR2	STAT1	9606.ENSP00000343957	9606.ENSP00000354394	0	0	0	0	0.062	0.501	0.900	0.918	0.995
