#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AP2M1	CD22	9606.ENSP00000292807	9606.ENSP00000085219	0	0	0	0	0	0.192	0	0.830	0.857
AP2M1	GRB2	9606.ENSP00000292807	9606.ENSP00000376345	0	0	0	0	0.096	0.094	0.600	0.303	0.741
ATP2B4	CD22	9606.ENSP00000350310	9606.ENSP00000085219	0	0	0	0	0	0.213	0	0.729	0.778
BCL6	CD22	9606.ENSP00000384371	9606.ENSP00000085219	0	0	0	0	0	0.058	0.900	0.595	0.958
BCL6	CD79A	9606.ENSP00000384371	9606.ENSP00000221972	0	0	0	0	0	0	0.900	0.775	0.976
BCL6	BCR	9606.ENSP00000384371	9606.ENSP00000303507	0	0	0	0	0	0	0.900	0.218	0.918
BCL6	CD5	9606.ENSP00000384371	9606.ENSP00000342681	0	0	0	0	0	0	0	0.801	0.801
BCL6	SYK	9606.ENSP00000384371	9606.ENSP00000364907	0	0	0	0	0.055	0.067	0.900	0.426	0.942
BCL6	GRB2	9606.ENSP00000384371	9606.ENSP00000376345	0	0	0	0	0	0.061	0.900	0.140	0.912
BCL6	CD79B	9606.ENSP00000384371	9606.ENSP00000376544	0	0	0	0	0.062	0	0.900	0.561	0.955
BCL6	MME	9606.ENSP00000384371	9606.ENSP00000418525	0	0	0	0	0	0.056	0	0.870	0.872
BCL6	PTPN6	9606.ENSP00000384371	9606.ENSP00000391592	0	0	0	0	0	0.057	0.900	0.181	0.916
BCL6	LYN	9606.ENSP00000384371	9606.ENSP00000428924	0	0	0	0	0.055	0.067	0.900	0.321	0.932
BCL6	CD19	9606.ENSP00000384371	9606.ENSP00000437940	0	0	0	0	0	0	0.900	0.685	0.967
BCL6	PTPRC	9606.ENSP00000384371	9606.ENSP00000411355	0	0	0	0	0	0.057	0.900	0.681	0.967
BCR	CD22	9606.ENSP00000303507	9606.ENSP00000085219	0	0	0	0	0	0	0.900	0.193	0.915
BCR	CD79A	9606.ENSP00000303507	9606.ENSP00000221972	0	0	0	0	0.063	0	0.900	0.167	0.915
BCR	CD79B	9606.ENSP00000303507	9606.ENSP00000376544	0	0	0	0	0.063	0	0.900	0.101	0.908
BCR	SYK	9606.ENSP00000303507	9606.ENSP00000364907	0	0	0	0	0.062	0.060	0.900	0.161	0.916
BCR	PTPRC	9606.ENSP00000303507	9606.ENSP00000411355	0	0	0	0	0.055	0.091	0.900	0.183	0.920
BCR	CD19	9606.ENSP00000303507	9606.ENSP00000437940	0	0	0	0	0	0	0.900	0.284	0.925
BCR	LYN	9606.ENSP00000303507	9606.ENSP00000428924	0	0	0	0	0	0.060	0.900	0.424	0.941
BCR	PTPN6	9606.ENSP00000303507	9606.ENSP00000391592	0	0	0	0	0.063	0.502	0.900	0.083	0.951
BCR	GRB2	9606.ENSP00000303507	9606.ENSP00000376345	0	0	0	0	0.062	0.881	0.900	0.916	0.998
CD19	CD22	9606.ENSP00000437940	9606.ENSP00000085219	0	0	0	0	0.229	0.270	0	0.872	0.922
CD19	CD79A	9606.ENSP00000437940	9606.ENSP00000221972	0	0	0	0	0.789	0.270	0.900	0.887	0.998
CD19	CD38	9606.ENSP00000437940	9606.ENSP00000226279	0	0	0	0	0.083	0	0	0.903	0.908
CD19	CD5	9606.ENSP00000437940	9606.ENSP00000342681	0	0	0	0	0.130	0	0	0.885	0.895
CD19	CR2	9606.ENSP00000437940	9606.ENSP00000356024	0	0	0	0	0.160	0.678	0.600	0.994	0.999
CD19	SYK	9606.ENSP00000437940	9606.ENSP00000364907	0	0	0	0	0.149	0.270	0.900	0.785	0.984
CD19	GRB2	9606.ENSP00000437940	9606.ENSP00000376345	0	0	0	0	0	0.462	0.800	0.541	0.946
CD19	CD79B	9606.ENSP00000437940	9606.ENSP00000376544	0	0	0	0	0.713	0.270	0.900	0.900	0.997
CD19	PTPRC	9606.ENSP00000437940	9606.ENSP00000411355	0	0	0	0	0.173	0	0	0.915	0.927
CD19	MME	9606.ENSP00000437940	9606.ENSP00000418525	0	0	0	0	0	0	0	0.872	0.872
CD19	LYN	9606.ENSP00000437940	9606.ENSP00000428924	0	0	0	0	0.088	0.462	0.900	0.988	0.999
CD19	ITGAM	9606.ENSP00000437940	9606.ENSP00000441691	0	0	0	0	0.108	0	0	0.881	0.890
CD22	LCP2	9606.ENSP00000085219	9606.ENSP00000046794	0	0	0	0	0.115	0.213	0	0.714	0.784
CD22	CD38	9606.ENSP00000085219	9606.ENSP00000226279	0	0	0	0	0.085	0	0	0.776	0.787
CD22	ITGAM	9606.ENSP00000085219	9606.ENSP00000441691	0	0	0	0	0.107	0	0	0.771	0.787
CD22	ST6GAL1	9606.ENSP00000085219	9606.ENSP00000169298	0	0	0	0	0	0.213	0	0.742	0.788
CD22	CR2	9606.ENSP00000085219	9606.ENSP00000356024	0	0	0	0	0.097	0.062	0	0.780	0.798
CD22	SIGLEC15	9606.ENSP00000085219	9606.ENSP00000374125	0	0	0	0	0	0	0	0.841	0.841
CD22	CD5	9606.ENSP00000085219	9606.ENSP00000342681	0	0	0	0	0.082	0	0	0.843	0.849
CD22	MME	9606.ENSP00000085219	9606.ENSP00000418525	0	0	0	0	0	0	0	0.860	0.860
CD22	GRB2	9606.ENSP00000085219	9606.ENSP00000376345	0	0	0	0	0	0.592	0	0.944	0.976
CD22	CD79B	9606.ENSP00000085219	9606.ENSP00000376544	0	0	0	0	0.212	0	0.900	0.759	0.979
