#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT1	CD81	9606.ENSP00000451828	9606.ENSP00000263645	0	0	0	0	0.070	0.081	0	0.744	0.762
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0.064	0.880	0.900	0.903	0.998
AKT1	VAV2	9606.ENSP00000451828	9606.ENSP00000360916	0	0	0	0	0.072	0.056	0	0.902	0.907
AKT1	PIK3CD	9606.ENSP00000451828	9606.ENSP00000366563	0	0	0	0	0.064	0.204	0.600	0.820	0.939
AKT1	GRB2	9606.ENSP00000451828	9606.ENSP00000376345	0	0	0	0	0.083	0.156	0.900	0.860	0.987
AKT1	PIK3R1	9606.ENSP00000451828	9606.ENSP00000428056	0	0	0	0	0.062	0.700	0.900	0.878	0.996
AKT1	LYN	9606.ENSP00000451828	9606.ENSP00000428924	0	0	0.385	0.560	0.049	0	0.650	0.690	0.794
AKT1	CD19	9606.ENSP00000451828	9606.ENSP00000437940	0	0	0	0	0.063	0	0.900	0.597	0.958
AKT1	VAV1	9606.ENSP00000451828	9606.ENSP00000472929	0	0	0	0	0	0.056	0	0.968	0.969
BCL6	CD4	9606.ENSP00000384371	9606.ENSP00000011653	0	0	0	0	0.071	0	0	0.751	0.758
BCL6	CD22	9606.ENSP00000384371	9606.ENSP00000085219	0	0	0	0	0	0.058	0.900	0.595	0.958
BCL6	CD79A	9606.ENSP00000384371	9606.ENSP00000221972	0	0	0	0	0	0	0.900	0.775	0.976
BCL6	PIK3CA	9606.ENSP00000384371	9606.ENSP00000263967	0	0	0	0	0.049	0.061	0.900	0.210	0.920
BCL6	BCR	9606.ENSP00000384371	9606.ENSP00000303507	0	0	0	0	0	0	0.900	0.218	0.918
BCL6	VAV2	9606.ENSP00000384371	9606.ENSP00000360916	0	0	0	0	0	0.058	0.900	0.060	0.903
BCL6	SYK	9606.ENSP00000384371	9606.ENSP00000364907	0	0	0	0	0.055	0.067	0.900	0.426	0.942
BCL6	GRB2	9606.ENSP00000384371	9606.ENSP00000376345	0	0	0	0	0	0.061	0.900	0.140	0.912
