#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL2	CSF3	9606.ENSP00000225831	9606.ENSP00000225474	0	0	0	0	0.088	0	0.900	0.843	0.984
CCL2	IL17A	9606.ENSP00000225831	9606.ENSP00000344192	0	0	0	0	0	0	0	0.856	0.856
CCL2	STAT3	9606.ENSP00000225831	9606.ENSP00000264657	0	0	0	0	0	0	0.650	0.696	0.889
CCL2	CCL3	9606.ENSP00000225831	9606.ENSP00000477908	0	0	0	0.847	0.117	0	0.900	0.933	0.921
CCL2	CCL5	9606.ENSP00000225831	9606.ENSP00000474412	0	0	0	0.831	0.066	0.450	0.900	0.931	0.952
CCL2	IL18	9606.ENSP00000225831	9606.ENSP00000280357	0	0	0	0	0	0	0.900	0.774	0.976
CCL2	IL1A	9606.ENSP00000225831	9606.ENSP00000263339	0	0	0	0	0.092	0	0.900	0.837	0.983
CCL2	CXCL2	9606.ENSP00000225831	9606.ENSP00000427279	0	0	0	0	0.194	0	0.900	0.824	0.984
CCL2	IL4	9606.ENSP00000225831	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.860	0.985
CCL2	CSF2	9606.ENSP00000225831	9606.ENSP00000296871	0	0	0	0	0.063	0	0.900	0.882	0.988
CCL2	CXCL1	9606.ENSP00000225831	9606.ENSP00000379110	0	0	0	0	0.211	0	0.900	0.883	0.989
CCL2	CXCL10	9606.ENSP00000225831	9606.ENSP00000305651	0	0	0	0	0.160	0	0.900	0.910	0.991
CCL2	TNF	9606.ENSP00000225831	9606.ENSP00000398698	0	0	0	0	0.062	0	0.900	0.930	0.992
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.127	0	0.900	0.927	0.993
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.267	0	0.900	0.930	0.994
CCL2	CXCL8	9606.ENSP00000225831	9606.ENSP00000306512	0	0	0	0	0.271	0.280	0.900	0.923	0.995
CCL3	CSF3	9606.ENSP00000477908	9606.ENSP00000225474	0	0	0	0	0.095	0	0.900	0.858	0.986
CCL3	IL4	9606.ENSP00000477908	9606.ENSP00000231449	0	0	0	0	0	0	0	0.830	0.830
CCL3	IL1A	9606.ENSP00000477908	9606.ENSP00000263339	0	0	0	0	0.124	0	0.900	0.837	0.984
CCL3	IL1B	9606.ENSP00000477908	9606.ENSP00000263341	0	0	0	0	0.685	0	0.900	0.885	0.996
CCL3	STAT3	9606.ENSP00000477908	9606.ENSP00000264657	0	0	0	0	0	0	0.650	0.543	0.833
CCL3	IL18	9606.ENSP00000477908	9606.ENSP00000280357	0	0	0	0	0.062	0	0.900	0.729	0.972
CCL3	CSF2	9606.ENSP00000477908	9606.ENSP00000296871	0	0	0	0	0.120	0	0.900	0.876	0.988
CCL3	CXCL10	9606.ENSP00000477908	9606.ENSP00000305651	0	0	0	0	0.237	0	0.900	0.906	0.992
CCL3	CXCL8	9606.ENSP00000477908	9606.ENSP00000306512	0	0	0	0	0.187	0	0.900	0.876	0.989
CCL3	IL17A	9606.ENSP00000477908	9606.ENSP00000344192	0	0	0	0	0	0	0	0.840	0.840
CCL3	CXCL1	9606.ENSP00000477908	9606.ENSP00000379110	0	0	0	0	0.141	0	0.900	0.866	0.987
CCL3	IL6	9606.ENSP00000477908	9606.ENSP00000385675	0	0	0	0	0.139	0	0.900	0.885	0.989
CCL3	TNF	9606.ENSP00000477908	9606.ENSP00000398698	0	0	0	0	0.407	0	0.900	0.903	0.993
CCL3	CXCL2	9606.ENSP00000477908	9606.ENSP00000427279	0	0	0	0	0.233	0	0.900	0.801	0.983
CCL3	CCL5	9606.ENSP00000477908	9606.ENSP00000474412	0	0	0	0.940	0.163	0	0.900	0.937	0.917
CCL5	CSF3	9606.ENSP00000474412	9606.ENSP00000225474	0	0	0	0	0	0	0.900	0.839	0.983
CCL5	IL4	9606.ENSP00000474412	9606.ENSP00000231449	0	0	0	0	0	0	0	0.837	0.837
CCL5	IL1A	9606.ENSP00000474412	9606.ENSP00000263339	0	0	0	0	0.063	0	0.900	0.813	0.980
CCL5	IL1B	9606.ENSP00000474412	9606.ENSP00000263341	0	0	0	0	0.129	0	0.900	0.876	0.988
CCL5	STAT3	9606.ENSP00000474412	9606.ENSP00000264657	0	0	0	0	0	0	0.650	0.774	0.917
CCL5	IL18	9606.ENSP00000474412	9606.ENSP00000280357	0	0	0	0	0.062	0	0.900	0.731	0.972
CCL5	CSF2	9606.ENSP00000474412	9606.ENSP00000296871	0	0	0	0	0.062	0	0.900	0.871	0.986
CCL5	CXCL10	9606.ENSP00000474412	9606.ENSP00000305651	0	0	0	0	0.306	0.248	0.600	0.908	0.978
CCL5	CXCL8	9606.ENSP00000474412	9606.ENSP00000306512	0	0	0	0	0.065	0.281	0.600	0.888	0.966
CCL5	IL17A	9606.ENSP00000474412	9606.ENSP00000344192	0	0	0	0	0	0	0	0.839	0.839
CCL5	CXCL1	9606.ENSP00000474412	9606.ENSP00000379110	0	0	0	0	0.063	0.056	0.600	0.887	0.954
CCL5	IL6	9606.ENSP00000474412	9606.ENSP00000385675	0	0	0	0	0.065	0	0.900	0.883	0.988
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.157	0	0.900	0.893	0.990
CCL5	CXCL2	9606.ENSP00000474412	9606.ENSP00000427279	0	0	0	0	0.063	0.248	0.600	0.796	0.934
CSF2	CSF3	9606.ENSP00000296871	9606.ENSP00000225474	0	0	0	0	0.163	0	0.900	0.914	0.992
CSF2	IL4	9606.ENSP00000296871	9606.ENSP00000231449	0	0	0	0	0	0	0	0.914	0.914
CSF2	IL1A	9606.ENSP00000296871	9606.ENSP00000263339	0	0	0	0	0.202	0	0.900	0.857	0.987
CSF2	IL1B	9606.ENSP00000296871	9606.ENSP00000263341	0	0	0	0	0.134	0	0.900	0.874	0.988
CSF2	STAT3	9606.ENSP00000296871	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.688	0.967
CSF2	IL18	9606.ENSP00000296871	9606.ENSP00000280357	0	0	0	0	0	0	0.900	0.749	0.973
CSF2	IL6R	9606.ENSP00000296871	9606.ENSP00000357470	0	0	0	0	0	0	0.600	0.469	0.778
CSF2	IL17A	9606.ENSP00000296871	9606.ENSP00000344192	0	0	0	0	0	0	0	0.878	0.878
CSF2	JAK2	9606.ENSP00000296871	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.630	0.961
CSF2	CXCL2	9606.ENSP00000296871	9606.ENSP00000427279	0	0	0	0	0.117	0	0.900	0.706	0.971
CSF2	CXCL1	9606.ENSP00000296871	9606.ENSP00000379110	0	0	0	0	0.157	0	0.900	0.793	0.981
CSF2	CXCL10	9606.ENSP00000296871	9606.ENSP00000305651	0	0	0	0	0.083	0	0.900	0.822	0.982
