"","logFCCohen","FDRcorrMannW","topVals","topNames"
"PLEKHA4",-0.194361226397981,0.968658944276057,"FALSE",NA
"PPP2R1A",0.153425591986954,0.976018706196534,"FALSE",NA
"TNPO2",0.120740875051956,0.976018706196534,"FALSE",NA
"WDR83OS",0.0708675698085109,0.995137446572239,"FALSE",NA
"CACNG7",0,NA,"FALSE",NA
"GCDH",-0.00774034863947256,0.993382907828268,"FALSE",NA
"LILRB5",-0.133793490660291,0.968658944276057,"FALSE",NA
"KLF1",-0.282842712474619,0.870713000150445,"FALSE",NA
"DNASE2",0.107544998947237,0.974699735235089,"FALSE",NA
"MAST1",-0.332720152928858,0.968658944276057,"FALSE",NA
"LENG1",-0.0137677632402651,0.976018706196534,"FALSE",NA
"JAK3",0.279139606848795,0.968658944276057,"FALSE",NA
"RPL18A",-0.0397448957696155,0.968658944276057,"FALSE",NA
"SLC5A5",-0.0663371381307203,0.978389558281616,"FALSE",NA
"KCNN1",-0.216581591032861,0.968658944276057,"FALSE",NA
"ARRDC2",-0.228988376445201,0.968658944276057,"FALSE",NA
"PIK3R2",0.0220273536148126,0.996092565248829,"FALSE",NA
"RAB3A",-0.288876633533058,0.968658944276057,"FALSE",NA
"ISYNA1",-0.110764022090054,0.968658944276057,"FALSE",NA
"ELL",0.0420932320500365,0.997390329707266,"FALSE",NA
"CRTC1",0.298690178589902,0.968658944276057,"FALSE",NA
"COMP",-0.0928294508901366,0.968658944276057,"FALSE",NA
"UPK1A",0,NA,"FALSE",NA
"COPE",-0.0744673239989457,0.968658944276057,"FALSE",NA
"DDX49",-0.0779436255811931,0.974699735235089,"FALSE",NA
"ETV2",-0.38143871840314,0.968658944276057,"FALSE",NA
"ATP4A",0,NA,"FALSE",NA
"ARMC6",0.0130562425749768,0.979983368253082,"FALSE",NA
"TMEM147",-0.00852480986954867,0.968658944276057,"FALSE",NA
"GAPDHS",0,NA,"FALSE",NA
"MAG",0.188903468194996,0.968658944276057,"FALSE",NA
"HAMP",-0.225373007767038,0.968658944276057,"FALSE",NA
"USF2",0.0565219523761643,0.996092565248829,"FALSE",NA
"LSR",0.526213240493211,0.870713000150445,"FALSE",NA
"KXD1",0.156596145270328,0.973618758101295,"FALSE",NA
"FKBP8",-0.221527940044665,0.968658944276057,"FALSE",NA
"HPN",-0.0448766761312283,0.995137446572239,"FALSE",NA
"ZNF14",-0.0874921685367393,0.968658944276057,"FALSE",NA
"SCN1B",0.288653850322737,0.968658944276057,"FALSE",NA
"PBX4",-0.186494667974861,0.968658944276057,"FALSE",NA
"ERF",0.26423724988176,0.968658944276057,"FALSE",NA
"GSK3A",-0.219242108808109,0.968658944276057,"FALSE",NA
"ATP13A1",0.357613179098538,0.968658944276057,"FALSE",NA
"ZNF574",0.159774611468136,0.968658944276057,"FALSE",NA
"GRIK5",0.133630620956212,0.968658944276057,"FALSE",NA
"SIPA1L3",-3.67475764355114e-05,0.998686135688676,"FALSE",NA
"ZNF85",-0.45769308236217,0.968658944276057,"FALSE",NA
"ETHE1",0.1220920824039,0.968658944276057,"FALSE",NA
"CADM4",0.133630620956212,0.968658944276057,"FALSE",NA
"SMG9",0.434523823212711,0.968658944276057,"FALSE",NA
"AVL9",0.06300350261022,0.974699735235089,"FALSE",NA
"RUNDC3B",0,NA,"FALSE",NA
"GTPBP10",0.00016672500644831,1,"FALSE",NA
"RASA4",-0.266134716731659,0.968658944276057,"FALSE",NA
"CDK6",0.0850640792191219,0.974699735235089,"FALSE",NA
"PMPCB",-0.109810849592267,0.968658944276057,"FALSE",NA
"DNAJC2",0.288840460573197,0.968658944276057,"FALSE",NA
"TFPI2",0,NA,"FALSE",NA
"BET1",0.101961819241897,0.975317138494734,"FALSE",NA
"NAMPT",-0.0775014636146625,0.976018706196534,"FALSE",NA
"PIK3CG",0.240153778677851,0.968658944276057,"FALSE",NA
"PON3",-0.337731142197664,0.870713000150445,"FALSE",NA
"PON2",0.000448634556790106,0.995137446572239,"FALSE",NA
"ITGB8",-0.0141799239824939,0.997665963626039,"FALSE",NA
"HBP1",0.14153766016916,0.968658944276057,"FALSE",NA
"DUS4L",0.199048540826567,0.968658944276057,"FALSE",NA
"SP4",-0.267354356553706,0.968658944276057,"FALSE",NA
"WDR91",0.17968420931273,0.968658944276057,"FALSE",NA
"DNAH11",-0.0111251334840201,0.968658944276057,"FALSE",NA
"CBLL1",0.26086765704224,0.968658944276057,"FALSE",NA
"DLX5",0,NA,"FALSE",NA
"MTPN",0.0175959712548483,0.995137446572239,"FALSE",NA
"STEAP1B",0.260103582626822,0.968658944276057,"FALSE",NA
"PTN",0,NA,"FALSE",NA
"ATP6V0A4",0,NA,"FALSE",NA
"ZC3HAV1",-0.141575468383611,0.968658944276057,"FALSE",NA
"TTC26",-0.142764809101168,0.995137446572239,"FALSE",NA
"OGDH",0.125620092482434,0.974699735235089,"FALSE",NA
"NPVF",0,NA,"FALSE",NA
"ADAP1",-0.153324059368446,0.968658944276057,"FALSE",NA
"TFEC",0.189324405225244,0.968658944276057,"FALSE",NA
"CAV2",0.274611763323817,0.968658944276057,"FALSE",NA
"CAV1",0.00725862278227165,0.995137446572239,"FALSE",NA
"MET",-0.0586356514857504,0.976018706196534,"FALSE",NA
"RNF32",0.0561655871118517,0.978389558281616,"FALSE",NA
"LMBR1",0.0145565270228626,0.998236894992996,"FALSE",NA
"WNT2",0,NA,"FALSE",NA
"HOXA1",0,NA,"FALSE",NA
"DNAJB6",0.068223758003104,0.974699735235089,"FALSE",NA
"HOXA2",0,NA,"FALSE",NA
"HOXA3",0,NA,"FALSE",NA
"LFNG",0,NA,"FALSE",NA
"HOXA5",0,NA,"FALSE",NA
"HOXA6",0,NA,"FALSE",NA
"BRAT1",0.145490422696421,0.968658944276057,"FALSE",NA
"IQCE",-0.0346464776523713,1,"FALSE",NA
"ANKRD7",0.133630620956212,0.968658944276057,"FALSE",NA
"VIPR2",0.292796466348827,0.968658944276057,"FALSE",NA
"TSPAN12",-0.282842712474619,0.870713000150445,"FALSE",NA
"SSBP1",-0.213875519117296,0.968658944276057,"FALSE",NA
"HOXA13",0,NA,"FALSE",NA
"CPED1",0.294990062332746,0.968658944276057,"FALSE",NA
"EVX1",0,NA,"FALSE",NA
"HIBADH",-0.513719638597982,0.870713000150445,"FALSE",NA
"TAX1BP1",0.0102566906239535,0.968658944276057,"FALSE",NA
"CPVL",0,NA,"FALSE",NA
"CHN2",0.0621561073597534,0.974699735235089,"FALSE",NA
"GRB10",0,NA,"FALSE",NA
"ABHD11",0.275778685964507,0.968658944276057,"FALSE",NA
"COBL",0,NA,"FALSE",NA
"FKBP14",0.0283271852916177,0.976018706196534,"FALSE",NA
"PLEKHA8",0.248859462099314,0.968658944276057,"FALSE",NA
"STX1A",-0.282842712474619,0.870713000150445,"FALSE",NA
"NOD1",0.208426165512972,0.968658944276057,"FALSE",NA
"CRHR2",0.133630620956212,0.968658944276057,"FALSE",NA
"EPHB6",0,NA,"FALSE",NA
"GHRHR",0,NA,"FALSE",NA
"CASP2",0.196042697048315,0.968658944276057,"FALSE",NA
"CHCHD2",-0.286096100417526,0.978389558281616,"FALSE",NA
"CCL24",0,NA,"FALSE",NA
"HSPB1",0.00206440302730235,0.974699735235089,"FALSE",NA
"NPTX2",0,NA,"FALSE",NA
"PDAP1",-0.301356566658167,0.968658944276057,"FALSE",NA
"BUD31",0.130656088417271,0.974699735235089,"FALSE",NA
"PTCD1",-0.466080021745349,0.968658944276057,"FALSE",NA
"CYP3A5",-0.23629867864692,0.968658944276057,"FALSE",NA
"ZKSCAN1",-0.16353890722341,0.968658944276057,"FALSE",NA
"EIF3B",0.0623835487081855,0.968658944276057,"FALSE",NA
"SNX8",0.0711886477812881,0.974699735235089,"FALSE",NA
"NUDT1",-0.294141163070827,0.968658944276057,"FALSE",NA
"PTPRZ1",0,NA,"FALSE",NA
"TAF6",0.122091608100358,0.968658944276057,"FALSE",NA
"WASL",-0.0482415319423858,0.995137446572239,"FALSE",NA
"HYAL4",0.23299258945421,0.968658944276057,"FALSE",NA
"SPAM1",0,NA,"FALSE",NA
"AIMP2",0.18558826825863,0.968658944276057,"FALSE",NA
"TFR2",0.256829034042624,0.968658944276057,"FALSE",NA
"FSCN3",0.133630620956212,0.968658944276057,"FALSE",NA
"MOSPD3",0.144449151150877,0.968658944276057,"FALSE",NA
"PAX4",0,NA,"FALSE",NA
"PCOLCE",0,NA,"FALSE",NA
"FBXO24",0.0612265151543673,0.968658944276057,"FALSE",NA
"PPP1R17",0,NA,"FALSE",NA
"RBM28",0.0189529620588295,0.993633052981924,"FALSE",NA
"USP42",-0.256972049993873,0.968658944276057,"FALSE",NA
"IMPDH1",0.21088159091962,0.968658944276057,"FALSE",NA
"AGFG2",0.358530532941783,0.968658944276057,"FALSE",NA
"LSM5",-0.0982092978336168,0.968658944276057,"FALSE",NA
"SERPINE1",0.133630620956212,0.968658944276057,"FALSE",NA
"AP1S1",0.239939303474663,0.968658944276057,"FALSE",NA
"MOGAT3",0.0547481997479598,0.974699735235089,"FALSE",NA
"C1GALT1",-0.0890307517639061,0.968658944276057,"FALSE",NA
"PLOD3",0.502128815577631,0.947259781024256,"FALSE",NA
"RPA3",-0.0578909117923503,0.983349603528044,"FALSE",NA
"ZNHIT1",0.0431672854149053,0.968658944276057,"FALSE",NA
"CLDN15",-0.161954360229421,0.968658944276057,"FALSE",NA
"NOBOX",0,NA,"FALSE",NA
"GLCCI1",-0.205841214582862,0.968658944276057,"FALSE",NA
"MYL10",0.0125783337846206,0.974699735235089,"FALSE",NA
"PHF14",0.104278110565278,0.968658944276057,"FALSE",NA
"NRF1",-0.0259504535941237,0.995438700842167,"FALSE",NA
"TMEM106B",0.219695938355889,0.968658944276057,"FALSE",NA
"EZH2",0.104820078347156,0.968658944276057,"FALSE",NA
"CEP41",0.322186023632529,0.968658944276057,"FALSE",NA
"ZNF862",0.16502925911301,0.968658944276057,"FALSE",NA
"SFRP4",0,NA,"FALSE",NA
"MEST",0.211104601755086,0.968658944276057,"FALSE",NA
"MEOX2",0,NA,"FALSE",NA
"ANKMY2",0.187945599269109,0.968658944276057,"FALSE",NA
"ACTR3C",-0.190365119096159,0.968658944276057,"FALSE",NA
"POU6F2",-0.0558487297612681,0.995240495982067,"FALSE",NA
"TSPAN13",0.131047509607712,0.968658944276057,"FALSE",NA
"RARRES2",0,NA,"FALSE",NA
"AGR2",0,NA,"FALSE",NA
"AHR",-0.0267033548434935,0.976018706196534,"FALSE",NA
"CHCHD3",0.321282426957294,0.968658944276057,"FALSE",NA
"GIMAP2",-0.0294500942067895,0.987560345638536,"FALSE",NA
"TMEM176B",0,NA,"FALSE",NA
"GLI3",0,NA,"FALSE",NA
"PSMA2",-0.114678894757181,0.995137446572239,"FALSE",NA
"MRPL32",-0.138646754868618,0.968658944276057,"FALSE",NA
"COA1",0.0790316857037698,0.971982063665918,"FALSE",NA
"BLVRA",-0.0703102457202573,0.996092565248829,"FALSE",NA
"URGCP",0.112226664300325,0.968658944276057,"FALSE",NA
"TMEM248",-0.164803888282549,0.968658944276057,"FALSE",NA
"RHEB",-0.240763736534325,0.968658944276057,"FALSE",NA
"PRKAG2",0.0117299281560037,0.974699735235089,"FALSE",NA
"AEBP1",0.232763048454082,0.968658944276057,"FALSE",NA
"POLD2",0.0816084591382487,0.976018706196534,"FALSE",NA
"MYL7",0,NA,"FALSE",NA
"GCK",0.133630620956212,0.968658944276057,"FALSE",NA
"BCL7B",0.281939641701966,0.968658944276057,"FALSE",NA
"YKT6",0.0744416994799582,0.995072411488147,"FALSE",NA
"TBL2",0.0189224015470914,0.9968594411252,"FALSE",NA
"GALNTL5",0.259016907542784,0.968658944276057,"FALSE",NA
"CLIP2",-0.11554262685164,0.995240495982067,"FALSE",NA
"EIF4H",0.232617870702114,0.968658944276057,"FALSE",NA
"LIMK1",-0.242067570109838,0.968658944276057,"FALSE",NA
"SPATA6L",-0.2212896370044,0.968658944276057,"FALSE",NA
"SLC1A1",-0.282842712474619,0.870713000150445,"FALSE",NA
"LHX2",0,NA,"FALSE",NA
"FKTN",0.119462638234685,0.995240495982067,"FALSE",NA
"FSD1L",0.262174035990369,0.968658944276057,"FALSE",NA
"CNTNAP3",-0.194143185175959,0.968658944276057,"FALSE",NA
"SPIN1",0.298260494379404,0.968658944276057,"FALSE",NA
"NMRK1",0.261093482306039,0.968658944276057,"FALSE",NA
"TMEM245",-0.103024843326812,0.968658944276057,"FALSE",NA
"PRUNE2",0,NA,"FALSE",NA
"MEGF9",0.312125208930672,0.968658944276057,"FALSE",NA
"TRIM14",0.135127592582676,0.968658944276057,"FALSE",NA
"CORO2A",0.337629221150312,0.968658944276057,"FALSE",NA
"TGFBR1",-0.0871503660772065,0.968658944276057,"FALSE",NA
"SEC61B",0.0256447106958427,0.974699735235089,"FALSE",NA
"C5",0.187214247531701,0.968658944276057,"FALSE",NA
"OGN",0.133630620956212,0.968658944276057,"FALSE",NA
"ASPN",0,NA,"FALSE",NA
"ECM2",-0.341160021179705,0.870713000150445,"FALSE",NA
"TLE4",0.180281353108768,0.968658944276057,"FALSE",NA
"LHX6",0,NA,"FALSE",NA
"PTGR1",-0.300886831541113,0.968658944276057,"FALSE",NA
"SUSD1",0,NA,"FALSE",NA
"AMBP",0,NA,"FALSE",NA
"AKNA",0.141310522056418,0.968658944276057,"FALSE",NA
"TNFSF8",0.0638580232084266,0.968658944276057,"FALSE",NA
"DNM1",0.25635023543032,0.968658944276057,"FALSE",NA
"ENG",-0.0623906389938972,0.995137446572239,"FALSE",NA
"AK1",-0.158189538130507,0.968658944276057,"FALSE",NA
"CDC37L1",0.442020551752258,0.968658944276057,"FALSE",NA
"RLN2",0.23355085275825,0.968658944276057,"FALSE",NA
"RLN1",0.133630620956212,0.968658944276057,"FALSE",NA
"PLGRKT",-0.360583386946349,0.968658944276057,"FALSE",NA
"TBC1D13",-0.238077770887488,0.968658944276057,"FALSE",NA
"KDM4C",0.106095614871391,0.974699735235089,"FALSE",NA
"DOCK8",0.0733047670923433,0.968658944276057,"FALSE",NA
"KANK1",0.085299011577935,1,"FALSE",NA
"ELAVL2",0.133630620956212,0.968658944276057,"FALSE",NA
"NCS1",0,NA,"FALSE",NA
"TESK1",-0.0375872574457153,0.995137446572239,"FALSE",NA
"KCNT1",0,NA,"FALSE",NA
"CA9",0,NA,"FALSE",NA
"FUBP3",0.231975184966833,0.968658944276057,"FALSE",NA
"TYRP1",0,NA,"FALSE",NA
"CREB3",0.0941214927246406,0.995240495982067,"FALSE",NA
"RGP1",0.0642771866749389,0.976561571512767,"FALSE",NA
"MPDZ",0,NA,"FALSE",NA
"LHX3",0,NA,"FALSE",NA
"DDX58",0.198658304123755,0.968658944276057,"FALSE",NA
"EDF1",-0.0728109620839323,0.995137446572239,"FALSE",NA
"PIP5K1B",0.34243838007335,0.968658944276057,"FALSE",NA
"GLIS3",0,NA,"FALSE",NA
"BAG1",-0.277346466853971,0.968658944276057,"FALSE",NA
"RAPGEF1",0.281748295443358,0.968658944276057,"FALSE",NA
"NPDC1",0.276480048051286,0.968658944276057,"FALSE",NA
"APBA1",0,NA,"FALSE",NA
"SETX",-0.153166290397922,0.968658944276057,"FALSE",NA
"SH3GL2",0,NA,"FALSE",NA
"PTGDS",0,NA,"FALSE",NA
"ABCA2",0,NA,"FALSE",NA
"SHB",0,NA,"FALSE",NA
"UBE2R2",0.117693621792679,0.968658944276057,"FALSE",NA
"ABHD17B",0.345195096760199,0.968658944276057,"FALSE",NA
"EXOSC3",0.106205305394518,0.990101831968953,"FALSE",NA
"ZFAND5",0.154479953167037,0.968658944276057,"FALSE",NA
"DVL1",0.04830320698702,0.974699735235089,"FALSE",NA
"PDLIM1",-0.053287552162914,0.976018706196534,"FALSE",NA
"CCNJ",0.385059826408221,0.968658944276057,"FALSE",NA
"DNTT",0.133630620956212,0.968658944276057,"FALSE",NA
"GATA3",-0.0725269231398987,0.998236894992996,"FALSE",NA
"ATRNL1",0.133630620956212,0.968658944276057,"FALSE",NA
"HPS1",0.210872189545357,0.968658944276057,"FALSE",NA
"PHYH",-0.144616697377365,0.968658944276057,"FALSE",NA
"RASSF4",-0.290085888678336,0.968658944276057,"FALSE",NA
"DNMBP",-0.120832064209,0.968658944276057,"FALSE",NA
"RAB11FIP2",-0.084556716458113,0.9968594411252,"FALSE",NA
"CXCL12",0,NA,"FALSE",NA
"ERLIN1",0.118744394281305,0.968658944276057,"FALSE",NA
"EIF3A",0.136297172491525,0.968658944276057,"FALSE",NA
"PKD2L1",0,NA,"FALSE",NA
"CUBN",0.288041809872162,0.968658944276057,"FALSE",NA
"TRDMT1",0.176108447698672,0.968658944276057,"FALSE",NA
"DDX50",-0.104319321507277,0.968658944276057,"FALSE",NA
"MAPK8",-0.0338601173142867,0.995895400990143,"FALSE",NA
"SEC23IP",-0.145370166243494,0.968658944276057,"FALSE",NA
"ATE1",-0.100235024964395,0.968658944276057,"FALSE",NA
"NSMCE4A",-0.232234069865047,0.968658944276057,"FALSE",NA
"PLEKHA1",-0.16089815375879,0.870713000150445,"FALSE",NA
"PALD1",0.270320630060989,0.968658944276057,"FALSE",NA
"UNC5B",0,NA,"FALSE",NA
"CDH23",0.231460523585015,0.968658944276057,"FALSE",NA
"SPOCK2",0.0544795468051706,0.998236894992996,"FALSE",NA
"MICU1",-0.49979159613035,0.870713000150445,"FALSE",NA
"PPP3CB",-0.376736347945196,0.968658944276057,"FALSE",NA
"CCSER2",-0.0133335513374474,0.987950689835475,"FALSE",NA
"BMPR1A",-0.24267325072241,0.968658944276057,"FALSE",NA
"MINPP1",-0.115653558078362,0.968658944276057,"FALSE",NA
"ACTA2",-0.399111851016573,0.968658944276057,"FALSE",NA
"LIPA",-0.165764472931603,0.968658944276057,"FALSE",NA
"TLX1",0,NA,"FALSE",NA
"LZTS2",0.264066607270992,0.968658944276057,"FALSE",NA
"SFXN3",-0.118290832451473,0.974699735235089,"FALSE",NA
"KAZALD1",0.184162131572261,0.968658944276057,"FALSE",NA
"FBXW4",-0.0203390748919535,0.996092565248829,"FALSE",NA
"FGF8",0.133630620956212,0.968658944276057,"FALSE",NA
"NPM3",0.401142808328251,0.968658944276057,"FALSE",NA
"TNKS2",0.194218756879055,0.968658944276057,"FALSE",NA
"PITX3",0,NA,"FALSE",NA
"GBF1",0.155997556844546,0.968658944276057,"FALSE",NA
"ARHGAP21",0.0663750578640185,0.974699735235089,"FALSE",NA
"CPEB3",0.439051531840488,0.968658944276057,"FALSE",NA
"FBXL15",-0.215688672003487,0.968658944276057,"FALSE",NA
"CUEDC2",-0.0873288055431209,0.995137446572239,"FALSE",NA
"SUFU",-0.205054773850014,0.968658944276057,"FALSE",NA
"ANKRD26",0.31697397225116,0.968658944276057,"FALSE",NA
"ACBD5",0.00840777405738953,0.989001872186612,"FALSE",NA
"LHPP",-0.304770335231245,0.968658944276057,"FALSE",NA
"LARP4B",-0.261315944295244,0.968658944276057,"FALSE",NA
"GTPBP4",-0.175626172572779,0.968658944276057,"FALSE",NA
"EDRF1",0.155437969146807,0.968658944276057,"FALSE",NA
"BCCIP",0.150251172730018,0.970632619495895,"FALSE",NA
"MTPAP",0.664712435321072,0.870713000150445,"FALSE",NA
"NEURL1",0.133630620956212,0.968658944276057,"FALSE",NA
"SH3PXD2A",0.224652366114886,0.968658944276057,"FALSE",NA
"PITRM1",0.1664854735992,0.968658944276057,"FALSE",NA
"MAP3K8",0.469005137405322,0.968658944276057,"FALSE",NA
"DKK1",0,NA,"FALSE",NA
"EBF3",0,NA,"FALSE",NA
"GLRX3",0.117773552212959,0.974699735235089,"FALSE",NA
"SORCS1",0,NA,"FALSE",NA
"XPNPEP1",0.25091835969471,0.968658944276057,"FALSE",NA
"SMC3",-0.00171364054450731,0.968658944276057,"FALSE",NA
"SHOC2",-0.298399691539296,0.968658944276057,"FALSE",NA
"TFAM",-0.0509764513982641,0.976018706196534,"FALSE",NA
"CCDC6",0.284865468362465,0.968658944276057,"FALSE",NA
"CUL2",0.205820549402569,0.968658944276057,"FALSE",NA
"CCNY",0.197095065529006,0.995137446572239,"FALSE",NA
"UBE2S",-0.0325340097538729,0.995137446572239,"FALSE",NA
"RPL28",0.0509111017869501,1,"FALSE",NA
"ZMIZ1",0.121636732161624,0.968658944276057,"FALSE",NA
"DNAJC12",0.231635870091965,0.968658944276057,"FALSE",NA
"PPIF",0.276322573361772,0.968658944276057,"FALSE",NA
"PBLD",-0.154624734393982,0.968658944276057,"FALSE",NA
"TSPAN14",-0.154971508153695,0.974699735235089,"FALSE",NA
"LGI1",-0.0664579207756835,0.968658944276057,"FALSE",NA
"TBC1D12",-0.0170306261464444,0.974699735235089,"FALSE",NA
"CYP2C18",0,NA,"FALSE",NA
"CRYBA1",0,NA,"FALSE",NA
"NUFIP2",0.254800559517118,0.968658944276057,"FALSE",NA
"GIT1",0.111246420366148,0.968658944276057,"FALSE",NA
"RPL19",-0.135896594506005,0.968658944276057,"FALSE",NA
"FBXL20",-0.049488623685961,0.995137446572239,"FALSE",NA
"RUNDC3A",0.0389888812325321,0.968658944276057,"FALSE",NA
"UBTF",0.0389145927860486,0.968658944276057,"FALSE",NA
"CSF3",0,NA,"FALSE",NA
"PSMD3",-0.405710650577322,0.968658944276057,"FALSE",NA
"CASC3",0.0109037179948674,0.997944677874136,"FALSE",NA
"RAPGEFL1",0.133630620956212,0.968658944276057,"FALSE",NA
"RGS9",0.0475939509799849,0.994359175576569,"FALSE",NA
"RNF43",-0.0929872608038004,0.974699735235089,"FALSE",NA
"WNT3",0,NA,"FALSE",NA
"ASPA",0.25086238331657,0.968658944276057,"FALSE",NA
"RAD51C",-0.0251360978311818,0.995137446572239,"FALSE",NA
"MTMR4",0.0977698144446061,0.968658944276057,"FALSE",NA
"TRIM37",-0.028199624094739,0.974699735235089,"FALSE",NA
"P2RX1",0.0844217274898676,0.974699735235089,"FALSE",NA
"DHX40",-0.360587498402046,0.968658944276057,"FALSE",NA
"KRT37",0,NA,"FALSE",NA
"TUBD1",-0.0503076720340462,0.968658944276057,"FALSE",NA
"KPNB1",-0.185466738581086,0.968658944276057,"FALSE",NA
"GOSR2",0.198763446400618,0.968658944276057,"FALSE",NA
"PNPO",-0.0891416498972301,0.968658944276057,"FALSE",NA
"RPS6KB1",-0.150825022264509,0.968658944276057,"FALSE",NA
"TRIM16L",-0.00877931498700903,0.989738172758419,"FALSE",NA
"CDK5RAP3",0.180609939469004,0.968658944276057,"FALSE",NA
"CBX1",0.202246386851999,0.968658944276057,"FALSE",NA
"RECQL5",0.00812339231699555,0.986091405445723,"FALSE",NA
"PIGL",0.150724180851384,0.968658944276057,"FALSE",NA
"GALK1",0.264193778055016,0.968658944276057,"FALSE",NA
"INTS2",-0.268690169403703,0.968658944276057,"FALSE",NA
"CAMTA2",-0.197934122554661,0.968658944276057,"FALSE",NA
"MED13",0.0318187741165739,0.968658944276057,"FALSE",NA
"HOXB6",0,NA,"FALSE",NA
"ENO3",0.189516023026899,0.968658944276057,"FALSE",NA
"PFN1",-0.0811911804872009,0.968658944276057,"FALSE",NA
"RNF167",-0.129777156928914,0.968658944276057,"FALSE",NA
"SLC25A11",-0.0398019180204425,0.996092565248829,"FALSE",NA
"RASD1",0.133630620956212,0.968658944276057,"FALSE",NA
"CHRNE",-0.330220655615663,0.870713000150445,"FALSE",NA
"RAI1",-0.296413862375443,0.870713000150445,"FALSE",NA
"NUP88",0.0516130072428275,0.972101932285961,"FALSE",NA
"C1QBP",-0.141258065331333,0.974699735235089,"FALSE",NA
"SLC6A4",-0.0748441132328919,0.968658944276057,"FALSE",NA
"BLMH",0.0648550702820585,0.976561571512767,"FALSE",NA
"CPD",0.126880977542224,0.976561571512767,"FALSE",NA
"GOSR1",-0.103855517249221,0.995137446572239,"FALSE",NA
"CCDC47",-0.10114119360874,0.974699735235089,"FALSE",NA
"MED31",-0.0176190735768511,0.976018706196534,"FALSE",NA
"DRG2",0.144197699481757,0.968658944276057,"FALSE",NA
"FTSJ3",0.183568627445881,0.968658944276057,"FALSE",NA
"AKAP10",-0.0262627723773651,0.995137446572239,"FALSE",NA
"ALDH3A1",0,NA,"FALSE",NA
"SMARCD2",-0.0321705822592808,0.995240495982067,"FALSE",NA
"ICAM2",0.252683698701498,0.968658944276057,"FALSE",NA
"SYNGR2",-0.357157765908827,0.897529221761299,"FALSE",NA
"B9D1",-0.144349867768832,0.968658944276057,"FALSE",NA
"UTP6",-0.169114828901785,0.968658944276057,"FALSE",NA
"DDX5",0.34179201776298,0.968658944276057,"FALSE",NA
"C17orf75",0.13696716200231,0.968658944276057,"FALSE",NA
"CYTH1",0.000540912373396726,0.998236894992996,"FALSE",NA
"PSMD11",0.0218035335181529,0.976018706196534,"FALSE",NA
"LGALS3BP",-0.125789454139971,0.995137446572239,"FALSE",NA
"ASIC2",0,NA,"FALSE",NA
"CCL7",0,NA,"FALSE",NA
"CCL2",0,NA,"FALSE",NA
"CCL8",0,NA,"FALSE",NA
"CCL1",0.133630620956212,0.968658944276057,"FALSE",NA
"PEX12",0.0985496812688612,0.995137446572239,"FALSE",NA
"KRT32",0,NA,"FALSE",NA
"DHX58",-0.133736653480114,0.968658944276057,"FALSE",NA
"KAT2A",-0.127537229589072,0.974699735235089,"FALSE",NA
"RAB5C",0.108691358201056,0.974699735235089,"FALSE",NA
"NAGLU",-0.25786597514678,0.968658944276057,"FALSE",NA
"HSD17B1",0.0707089642626256,0.974699735235089,"FALSE",NA
"MLX",0.203169412037176,0.968658944276057,"FALSE",NA
"CNTNAP1",-0.362247771651385,0.968658944276057,"FALSE",NA
"ABI3",-0.204188722172119,0.968658944276057,"FALSE",NA
"EZH1",-0.231444643627006,0.968658944276057,"FALSE",NA
"DLX4",-0.282842712474619,0.870713000150445,"FALSE",NA
"PPP1R9B",0.437141746004964,0.968658944276057,"FALSE",NA
"COL1A1",0.233347996771622,0.968658944276057,"FALSE",NA
"SGCA",0,NA,"FALSE",NA
"PTGES3L-AARSD1",0.189145853922307,0.968658944276057,"FALSE",NA
"MRPL27",-0.00461330142642231,0.997665963626039,"FALSE",NA
"VAT1",0.000157977649962066,0.968658944276057,"FALSE",NA
"LRRC59",0.189825698712961,0.995137446572239,"FALSE",NA
"RND2",-0.115335553790039,0.968658944276057,"FALSE",NA
"ALOX12",0.258538686776318,0.968658944276057,"FALSE",NA
"HDAC5",0.093349857375636,0.986401804603944,"FALSE",NA
"ABCC3",-0.0601208771779008,0.974699735235089,"FALSE",NA
"LUC7L3",0.0752714626014144,0.995137446572239,"FALSE",NA
"PPY",0,NA,"FALSE",NA
"MPP2",0.18676997905654,0.968658944276057,"FALSE",NA
"SMURF2",0.277757438831674,0.968658944276057,"FALSE",NA
"DUSP3",-0.48585296810751,0.870713000150445,"FALSE",NA
"CACNG1",0,NA,"FALSE",NA
"EFTUD2",0.0585593939418725,0.974699735235089,"FALSE",NA
"HLF",0,NA,"FALSE",NA
"SLC16A6",0.169130030321093,0.968658944276057,"FALSE",NA
"PRKAR1A",-0.139897865204169,0.968658944276057,"FALSE",NA
"EFNB3",0,NA,"FALSE",NA
"FAM20A",0,NA,"FALSE",NA
"YWHAE",-0.228199983748654,0.968658944276057,"FALSE",NA
"MMD",0.100233118462067,0.974699735235089,"FALSE",NA
"RANGRF",0.135043803882495,0.968658944276057,"FALSE",NA
"DPH1",-0.0606922461621902,0.995137446572239,"FALSE",NA
"MAP2K6",0.15126006080676,0.968658944276057,"FALSE",NA
"DHRS7B",-0.578349957017949,0.870713000150445,"FALSE",NA
"WSB1",0.028569128253627,0.974699735235089,"FALSE",NA
"RCVRN",0,NA,"FALSE",NA
"MYH1",0,NA,"FALSE",NA
"SLC9A3R1",0.0576049895787897,0.995072411488147,"FALSE",NA
